Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,528 N. Troy St.,60624,773-227-6332,Bickerdike Apts.,3,1155237.316,1903580.685,-87.70534012,41.89123228,"(-87.7053401173, 41.8912322799)"
Roseland,49,Multifamily,Roseland Ridge Apts.,10513 S. Michigan Ave.,60628,773-341-3158,NHS Redevelopment Corp.,51,1178893.699,1835198.534,-87.62054468,41.70307738,"(-87.6205446771, 41.7030773785)"
Lower West Side,31,Senior,Casa Maravilla,2021 S. Morgan St.,60608,312-666-1323,The Resurrection Project,5,1170051.208,1890349.587,-87.65132209,41.85461476,"(-87.6513220922, 41.8546147585)"
North Lawndale,29,Multifamily,Park Douglas,1224 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,31,1158521.517,1894293.849,-87.69353304,41.86568173,"(-87.6935330428, 41.8656817278)"
Grand Boulevard,38,Multifamily,Shops & Lofts at 47,747 E. 47th St.,60653,855-618-4959,The Community Builders Inc.,72,1182241.946,1873977.257,-87.60708556,41.80941355,"(-87.6070855618, 41.8094135532)"
Logan Square,22,Senior,Renaissance West,2517 W. Fullerton Ave.,60647,773-862-2500,Renaissance Realty Group Inc.,41,1159142.563,1915828.561,-87.69066098,41.9247621,"(-87.6906609777, 41.9247620985)"
East Garfield Park,27,Supportive Housing,Deborah's Place III,2822 W. Jackson Blvd.,60612,773-638-6490,Deborah's Place ,90,1157527.975,1898606.336,-87.69706305,41.87753589,"(-87.6970630483, 41.8775358858)"
East Garfield Park,27,Multifamily,Homan Square Apartments Phase VI ,3609 W. Arthington St.,60624,773-722-7320,Realty & Mortgage Co.,52,1152417.178,1895758.869,-87.71590385,41.86982456,"(-87.7159038458, 41.8698245594)"
Grand Boulevard,38,Senior HUD 202,Margaret Ford Manor Independent Living,4500 S. Wabash Ave.,60653,773-924-9171,"HSR Property Services, LLC",63,1177427.156,1875236.623,-87.62470713,41.81297966,"(-87.6247071273, 41.8129796596)"
Austin,25,Multifamily,Rebecca Walker Complex,126 S. Central Ave.,60644,773-261-1550,Affordable Property Management Specialist,40,1139038.208,1898825.974,-87.76494803,41.87849467,"(-87.7649480305, 41.8784946733)"
West Town,24,ARO,1237 N. Milwaukee Ave.Owner LLC,1241 N. Milwaukee Ave.,60622,312-883-7331,CIM Group,6,1165423.812,1908434.931,-87.66779176,41.904342,"(-87.667791761, 41.9043420044)"
West Town,24,Multifamily,North and Talman Family Apts.,2654 W. North Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,30,1158184.401,1910570.961,-87.69432564,41.91035449,"(-87.6943256397, 41.9103544922)"
Humboldt Park,23,Senior,North & Pulaski Senior Housing,3939-59 W. North Ave.,60647,773-687-0234,Hispanic Housing Dev. Corp.,72,1149678.042,1910302.339,-87.72558192,41.90978701,"(-87.7255819184, 41.9097870143)"
West Elsdon,62,Multifamily,Park Place Family Apts.,3630 W. 51st St.,60632,773-767-7260,"Leasing and Management Co., Inc.",78,1152916.272,1870602.659,-87.71473662,41.80078286,"(-87.7147366177, 41.8007828624)"
Kenwood,39,Multifamily,Jazz on the Boulevard (scattered sites) ,4657 S. Drexel Blvd,60653,312-660-1300,Heartland Housing,81,1183149.455,1874094.41,-87.60375337,41.80971394,"(-87.6037533683, 41.8097139386)"
Grand Boulevard,38,Multifamily,Legends South - Savoy Square,4448 S. State St.,60609,773-855-2209,Interstate Realty Management Co.,220,1176982.246,1875311.407,-87.6263368,41.81319493,"(-87.6263367998, 41.8131949278)"
North Lawndale,29,Multifamily,Park Douglas,1313-15 S. Fairfiled Ave.,60608,773-893-4800,Interstate Realty Management Co.,4,1158281.777,1893762.463,-87.69442766,41.86422845,"(-87.694427661, 41.8642284474)"
North Lawndale,29,Multifamily,Park Douglas,1218-20 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,29,1158519.57,1894367.8,-87.69353817,41.8658847,"(-87.6935381673, 41.8658846962)"
Grand Boulevard,38,Multifamily,Paul G. Stewart Phase V,400 E. 41st St.,60653,773-924-2100,Paul G. Stewart Assoc.,20,1179638.248,1877940.683,-87.61651411,41.8203495,"(-87.6165141095, 41.8203495003)"
West Town,24,ARO,Seven 10 West,710 W. Grand Ave.,60654,414-369-3511,Outlook Management,1,1171305.699,1903732.364,-87.64632446,41.89131063,"(-87.6463244631, 41.8913106255)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3108 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155507.651,1903207.947,-87.70435734,41.89020402,"(-87.7043573374, 41.890204017)"
Greater Grand Crossing,69,Multifamily,Englewood Gardens,6956 S. Vincennes Ave.,60621,773-994-4830,"East Lake Management Group, Inc.",24,1176891.268,1858664.434,-87.62717205,41.76751603,"(-87.6271720535, 41.7675160252)"
Grand Boulevard,38,Senior,Park Boulevard Tower/Grand Renaissance Apts.,4257 S. King Dr.,60653,773-268-4642,"East Lake Management Group, Inc.",24,1179612.436,1876628.605,-87.61664895,41.81674964,"(-87.6166489475, 41.8167496439)"
North Lawndale,29,Multifamily,Park Douglas,1220 S. Talman Ave.,60608,773-893-4800,Interstate Realty Management Co.,10,1158851.587,1894355.407,-87.69231965,41.86584389,"(-87.6923196475, 41.865843892)"
Grand Boulevard,38,Multifamily,Cornerstone Apts.,633 E. 50th St.,60615,312-577-5555,The Community Builders Inc.,7,1181425.624,1871964.801,-87.61014176,41.8039101,"(-87.6101417643, 41.8039101011)"
West Town,24,Supportive Housing,Wicker Park Renaissance,1527-31 N. Wicker Park Ave.,60622,773-278-8602,"RRG Development, Inc.",102,1162934.319,1910028.946,-87.67689152,41.90876874,"(-87.6768915182, 41.9087687359)"
North Lawndale,29,Multifamily,Park Douglas,2707 W. 12th St.,60808,773-893-4800,Interstate Realty Management Co.,5,1158459.37,1894563.613,-87.69375381,41.86642326,"(-87.6937538097, 41.8664232575)"
Douglas ,35,Multifamily,Park Boulevard IIB,10 W. 37th St.,60609,773-548-8792,"Urban Property Advisors, LLC",12,1176772.49,1880503.014,-87.62694964,41.82744587,"(-87.6269496359, 41.8274458746)"
Oakland,36,Multifamily,Lakefront Phase II,1137 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184548.967,1877442.503,-87.59851524,41.81886863,"(-87.5985152379, 41.8188686278)"
North Lawndale,29,Multifamily,Park Douglas,1262-1300 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,7,1158531.931,1893930.095,-87.69350477,41.86468333,"(-87.6935047653, 41.8646833345)"
Grand Boulevard,38,Multifamily,Progressive Square,4752 S. Wabash Ave.,60614,773-975-7234,CMHDC/Progressive NFP/Kass Management,107,1177483.246,1873312.722,-87.62455959,41.80769903,"(-87.6245595889, 41.8076990345)"
Douglas,35,Multifamily,South Park Plaza,2600 S. King Dr.,60616,312-674-9210,Woodlawn Comm. Dev. Corp.,134,1179206.472,1887158.196,-87.61781639,41.84565291,"(-87.617816391, 41.8456529118)"
Rogers Park,1,Supportive Housing,Wayne Street Apts.,6808 N. Wayne Ave.,60626,773-572-5272,The Thresholds,297,1165865.348,1945401.689,-87.66511109,42.00577097,"(-87.6651110904, 42.0057709728)"
Roseland,49,Supportive Housing,Holland Apartments,240 W. 107th Place,60628,773-568-3031,Mercy Housing,40,1176448.512,1833690.986,-87.62954345,41.69899564,"(-87.6295434504, 41.698995638)"
South Deering,51,Senior,Porta Coeli Residence,2260 E. 99th St.,60617,773-374-2470,Catholic Charities,86,1193007.252,1839809.525,-87.56871495,41.71539824,"(-87.5687149518, 41.7153982408)"
Lower West Side,31,Multifamily,Casa Guanajuato,1313 W. 19th St.,60608,312-666-1323,The Resurrection Project,6,1167849.048,1890829.499,-87.65939108,41.85597939,"(-87.6593910822, 41.8559793927)"
East Garfield Park,27,Senior,Heritage Woods of Chicago,2800 W. Fulton St.,60612,773-722-2900,BMA Management Ltd.,113,1157640.848,1901927.155,-87.69655814,41.88664623,"(-87.696558136, 41.8866462303)"
Woodlawn,42,Multifamily,65th Street Apts.,6522 S. Ingleside Ave.,60637,773-684-2056,"Urban Property Advisors, LLC",18,1183642.029,1861850.344,-87.60232857,41.77610371,"(-87.6023285746, 41.7761037074)"
Oakland,36,Multifamily,Lakefront Phase II,1140 E. 42nd Pl,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184665.38,1877176.162,-87.59809656,41.81813504,"(-87.598096559, 41.8181350367)"
Austin,25,Senior,Senior Suites of Austin,335 N. Menard Ave.,60644,773-378-0333,Senior Lifestyle Corp.,84,1137686.377,1901819.131,-87.76983958,41.88673275,"(-87.7698395847, 41.8867327472)"
Near West Side,28,Multifamily,Westhaven Park Phase IIB,110 N. Wood St.,60612,312-491-1114,Interstate Realty Management Co.,176,1164349.325,1900851.12,-87.67195337,41.88355426,"(-87.6719533672, 41.8835542602)"
Washington Park,40,Multifamily,St. Edmund's Oasis,300-10 E. 61st St.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,12,1179107.395,1864667.296,-87.61886624,41.78393828,"(-87.6188662443, 41.7839382764)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,505 N. Troy St.,60612,773-227-6332,Bickerdike Apts.,6,1155324.884,1903322.64,-87.70502546,41.89052242,"(-87.7050254597, 41.8905224214)"
Near North Side,8,ARO,Xavier Chicago,625 W. Division St.,60622,312-642-2279,Greystar Property Management,24,1171812.25,1908210.388,-87.64433208,41.90358744,"(-87.6443320836, 41.9035874398)"
Near North Side,8,Multifamily,North Town Village II,1311 N. Halsted St.,60642,312-944-9488,Holsten Real Estate Dev. Corp.,112,1170813.062,1908876.862,-87.64798274,41.90543825,"(-87.6479827434, 41.9054382467)"
Oakland,36,Multifamily,Lakefront Phase II,4131 S. Lake Park Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184098.384,1877540.909,-87.60016504,41.81914922,"(-87.6001650373, 41.8191492211)"
North Lawndale,29,Multifamily,Dr. King Apts.,1550 S. Hamlin Ave.,60623,773-776-7233,Lawndale Christian Residential Svcs.,45,1151263.623,1891891.93,-87.7202403,41.85923592,"(-87.720240298, 41.8592359223)"
Lower West Side,31,Multifamily,Casa Colima,1427 W. Cullerton St.,60608,312-666-1323,The Resurrection Project,3,1167051.022,1890476.213,-87.66233036,41.8550271,"(-87.6623303609, 41.8550270973)"
Grand Boulevard,38,Multifamily,Hearts United I-The Langston (scattered sites),722-46 E. Bowen Ave.,60653,773-924-2100,Bonheur Realty Services Corp.,116,1181829.598,1877677.36,-87.60848349,41.81957647,"(-87.6084834879, 41.8195764741)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3145 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155134.693,1903119.26,-87.7057294,41.88996815,"(-87.7057293959, 41.8899681469)"
South lawndale,30,Multifamily,Casa Tabasco ,3515-17 W. 23rd St.,60623,312-248-8355,The Resurrection Project,8,1153205.149,1888451.562,-87.71320473,41.84975688,"(-87.713204726, 41.849756884)"
Auburn Gresham,71,Multifamily,Stone Terrace,8440 S. Parnell Ave.,60620,773-651-9234,East Lake Management & Development Corp.,56,1174067.016,1848682.074,-87.63781991,41.74018636,"(-87.6378199128, 41.740186358)"
Logan Square,22,Multifamily,Zapata Apts.,3230 W. Armitage Ave,60647,773-227-6332,Bickerdike Apartments,100,1154370.985,1913144.88,-87.70826581,41.91749465,"(-87.7082658078, 41.9174946519)"
Uptown,3,Multifamily,Sunnyside Kenmore Apts.,4130 N. Kenmore Ave.,60640,773-769-3116,"Metroplex, Inc.",13,1168380.03,1927860.194,-87.65636944,41.95758244,"(-87.6563694357, 41.9575824413)"
North Lawndale,29,Multifamily,Park Douglas,2639 W. 12th Pl,60608,773-893-4800,Interstate Realty Management Co.,5,1158801.298,1894249.272,-87.69250717,41.86555368,"(-87.6925071703, 41.8655536764)"
West Ridge,2,Senior,G & A Senior Residences at Ravenswood,1818 W. Peterson Ave.,60660,773-381-7400,Eastgate Village Senior Corp.,89,1162949.472,1939941.189,-87.67599309,41.99084916,"(-87.6759930884, 41.9908491577)"
Edgewater,77,Senior,Hollywood House Apts.,5700 N. Sheridan Road,60660,773-728-2600,Heartland Housing,93,1168565.916,1938087.01,-87.65538854,41.9856411,"(-87.6553885441, 41.9856410954)"
Douglas,35,Multifamily,Park Boulevard IIA,3640 S. State St.,60609,773-548-8792,"Urban Property Advisors, LLC",80,1176856.611,1880678.422,-87.62663572,41.82792531,"(-87.6266357171, 41.8279253109)"
Norwood Park,10,Senior,Senior Suites of Norwood Park,5700 N. Harlem Ave.,60631,888-339-2315,Senior Lifestyle ,84,1127328.815,1937441.873,-87.80707301,41.98466628,"(-87.8070730079, 41.9846662832)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3114 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155445.176,1903206.5,-87.70458681,41.8902013,"(-87.7045868112, 41.8902013035)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,607 N. Sawyer Ave.,60624,773-227-6332,Bickerdike Apts.,6,1154639.548,1903911.993,-87.70752657,41.89215341,"(-87.7075265659, 41.8921534052)"
Washington Park,40,Multifamily,St. Edmund's Oasis,6143-51 S. Indiana Ave.,60637,773-493-2411,St. Edmund's Redevelopment Corp.,14,1178697.322,1864156.91,-87.62038523,41.78254707,"(-87.6203852293, 41.782547068)"
Englewood,68,Senior,Yale Building,6565 S. Yale Ave.,60621,773-224-7669,Yale Building LLP,140,1175681.092,1861260.691,-87.6315302,41.77466762,"(-87.6315301982, 41.7746676247)"
Avondale,21,Supportive Housing,Milwaukee Ave. Apts.,3060 N. Milwaukee Ave.,60618,312-967-3700,Full Circle Management,32,1151100.782,1920108.203,-87.72009772,41.93666739,"(-87.7200977199, 41.9366673862)"
West Garfield Park,26,Senior,Fannie Emanuel Apts.,3916 W. Washington Blvd.,60624,312-913-5812,McCormack Baron Management Inc.,181,1150182.64,1900168.643,-87.72399261,41.88196929,"(-87.7239926128, 41.8819692864)"
West Garfield Park,26,Supportive Housing,The Rebecca Johnson Apts.,2822 W. Jackson Blvd.,60612,773-638-6393,Deborah's Place Ltd.,52,1157527.975,1898606.336,-87.69706305,41.87753589,"(-87.6970630483, 41.8775358858)"
Lower West Side,31,Multifamily,Casa Guerrero,963 W Cullerton St.,60608,312-666-1323,The Resurrection Project,52,1170238.806,1890555.169,-87.65062753,41.8551748,"(-87.6506275348, 41.8551748018)"
West Town,24,Multifamily,La Estancia,2753 W. Division St.,60622,773-227-6332,Bickerdike Redevelopment Corp.,59,1157605.979,1907820.481,-87.69652556,41.90281875,"(-87.6965255554, 41.902818751)"
Uptown,3,Supportive Housing,Major Jenkins Apts.,5012 N. Winthrop Ave.,60640,773-506-3486,Mercy Housing,96,1167919.615,1933730.438,-87.65789194,41.97370056,"(-87.6578919355, 41.9737005572)"
Uptown,3,Multifamily,Uptown Preservation Apts.,900 W. Windsor Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,160,1169410.724,1930422.942,-87.65250544,41.9645923,"(-87.6525054366, 41.9645923009)"
South Shore,43,Multifamily,Jeffrey Towers Apts.,7020 S. Jeffrey Blvd.,60649,872-777-4924,Interfaith Housing Corp.,136,1190721.263,1858722.629,-87.57647796,41.76735295,"(-87.5764779584, 41.7673529546)"
Grand Boulevard,38,Multifamily,Bronzeville Family Apts.,400 E. 41st St.,60653,773-924-2100,Peoples Co-Op Management Service,60,1179638.248,1877940.683,-87.61651411,41.8203495,"(-87.6165141095, 41.8203495003)"
Dunning,17,Senior,Autumn Green at Wright Campus,4239 N. Oak Park Ave.,60634,773-202-3388,Senior Lifestyle Corp.,129,1129981.018,1927628.484,-87.79754403,41.95769221,"(-87.7975440334, 41.9576922115)"
Humboldt Park,23,Multifamily,Rosa Parks Apts.,532 N. Trumbull Ave.,60624,773-227-6332,Bickerdike Apts.,15,1153240.184,1903567.266,-87.71267502,41.89123533,"(-87.7126750163, 41.8912353311)"
Ashburn ,70,Senior,Wrightwood Senior Apts.,2815 W. 79th St.,60652,773-471-7777,Ludwig and Company,85,1158906.934,1852040.954,-87.69327334,41.74972646,"(-87.6932733372, 41.7497264566)"
Roseland,49,Supportive Housing,Wentworth Commons,11045 S. Wentworth Ave.,60628,773-568-7804,Mercy Housing Lakefront,50,1176951.402,1831516.016,-87.62776735,41.69301591,"(-87.6277673462, 41.6930159121)"
West Pullman ,53,Supportive Housing,Hancock House,12045 S. Emerald Ave.,60628,773-568-3000,Source Works Development,90,1173523.536,1824810.063,-87.64051484,41.67469008,"(-87.6405148423, 41.6746900779)"
Woodlawn,42,Multifamily,Dorchester Apts.,1410 E. 62nd St.,60637,773-572-5500,The Thresholds,67,1186722.404,1864209.572,-87.59096164,41.78250522,"(-87.5909616433, 41.7825052194)"
Lower West Side,31,ARO,Woodwork Lofts,1414-48 W. 21st St.,60608,312-576-7392,Stellar Performance Inc.,10,1167176.941,1890229.839,-87.66187526,41.85434832,"(-87.6618752556, 41.8543483216)"
East Garfield Park,27,Multifamily/Artists,Switching Station Lofts ,15 S. Homan Ave.,60624,312-859-0577,Holsten Management Corp.,24,1153767.678,1899627.529,-87.71084273,41.88041381,"(-87.7108427298, 41.8804138115)"
Douglas,35,Multifamily,Park Boulevard IIB,3700 S. Dearborn St.,60609,773-548-8792,"Urban Property Advisors, LLC",72,1176529.6,1880409.309,-87.62784358,41.82719422,"(-87.6278435793, 41.8271942191)"
Washington Park,40,Multifamily,St. Edmund's Manor,5947 S. Indiana Ave.,60653,773-548-8924,St. Edmund's Manor Ltd.,24,1178662.056,1865432.916,-87.62047574,41.78604936,"(-87.6204757369, 41.7860493567)"
Gage Park,63,Senior,Senior Suites of Gage Park,3244 W. 59th St.,60629,773-434-4333,Senior Lifestyle Corp.,59,1155572.425,1865354.407,-87.70513618,41.78632805,"(-87.705136175, 41.786328045)"
North Center,5,Senior,North Center Senior Apts.,2324 W. Irving Park Road,60618,773-478-8900,"Metroplex, Inc.",60,1160064.901,1926543.181,-87.68697505,41.95414467,"(-87.6869750499, 41.9541446663)"
Chatham,44,Senior,Senior Suites of Chatham,8300 S. Cottage Grove Ave.,60619,773-488-1333,Senior Lifestyle Corp.,90,1182964.716,1850099.444,-87.60517616,41.74387382,"(-87.6051761606, 41.743873821)"
Near West Side,28,Multifamily,Newberry Park Apts.,1355 S. Blue Island Ave.,60608,312-563-0099,AIMCO,124,1168817.278,1893757.841,-87.65575239,41.8639941,"(-87.6557523872, 41.8639940988)"
Douglas,35,Multifamily,Park Boulevard IB,3506 S. State St.,60609,773-548-8792,"Urban Property Advisors, LLC",54,1176805.951,1881719.108,-87.62679018,41.83078218,"(-87.6267901762, 41.8307821806)"
Oakland,36,Multifamily,Lakefront Phase II,1060 E. 41st St.,60653,773-548-8795,"Urban Property Advisors, LLC",81,1184020.764,1877980.711,-87.60043601,41.82035789,"(-87.6004360121, 41.820357887)"
New City,61,Multifamily,Senior Suites of New City,4845 S. Western Blvd.,60609,773-523-9333,Senior Lifestyle Corp.,115,1161385.374,1872314.959,-87.68362994,41.80531018,"(-87.6836299382, 41.8053101773)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3500 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1152924.343,1903817.949,-87.71382831,41.89192949,"(-87.7138283059, 41.8919294934)"
North Lawndale,29,Multifamily,Dicksons Estates Apts.,1129 S. Sacramento Ave.,60612,773-638-0386,Dickson Estates Apartments,42,1156574.009,1894894.51,-87.70066623,41.86736961,"(-87.7006662254, 41.8673696101)"
Near South Side,33,Multifamily,Hilliard Homes Phase I,2030 S. State St.,60616,312-225-7610,Holsten Real Estate Dev. Corp.,170,1176604.642,1890373.503,-87.62726774,41.85453503,"(-87.6272677388, 41.854535033)"
South Shore,43,Senior,Senior Suites of Rainbow Beach,2804 E. 77th Place,60649,773-374-5333,Senior Lifestyle Corp.,87,1196631.912,1854159.484,-87.55496472,41.7546866,"(-87.5549647165, 41.7546866025)"
New City,61,Multifamily,Casa Hidalgo,4600 S. Wood St.,60609,312-248-8355,The Resurrection Project,10,1165081.4,1874156.261,-87.67002227,41.81028546,"(-87.6700222697, 41.8102854563)"
Near North Side,8,Supportive,Carling Hotel,1512 N. LaSalle St.,60610,312-421-1170,Interstate Realty Management Co.,80,1174812.446,1910422.213,-87.63324548,41.90959014,"(-87.6332454838, 41.9095901427)"
South Lawndale,30,Multifamily,Resurrection Homes,2243 S. Central Park Ave.,60623,312-248-8355,The Resurrection Project,2,1152765.059,1888679.589,-87.7148139,41.85039133,"(-87.714813899, 41.8503913261)"
Hyde Park,41,ARO,City Hyde Park,5105 S. Harper Ave.,60615,773-548-5077,Mac Properties,36,1187193.908,1871412.921,-87.58900435,41.80226057,"(-87.5890043476, 41.8022605699)"
Near South Side,33,Supportive Housing,The Studios,1801 S. Wabash St.,60616,312-326-5200,East Lake Management Co.,96,1177086.698,1891564.72,-87.62546237,41.85779292,"(-87.6254623688, 41.857792921)"
Lower West Side,31,Multifamily,Casa San Luis,1646-50 S. Throop St.,60608,312-666-1323,The Resurrection Project,12,1167939.641,1891689.48,-87.65903377,41.8583373,"(-87.6590337725, 41.8583373045)"
